/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-23 07:37:01:989 0 sec: 0 operations; est completion in 0 second 
2020-03-23 07:37:11:973 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-23 07:37:21:973 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
Loading oblivious tables.
2020-03-23 07:37:31:973 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-23 07:37:41:973 7 sec: 612 operations; 61.2 current ops/sec; est completion in 1 day 9 hours [READ: Count=612, Max=21695, Min=11296, Avg=11994.18, 90=12615, 99=13183, 99.9=21695, 99.99=21695] 
2020-03-23 07:40:21:973 167 sec: 14229 operations; 85.59 current ops/sec; est completion in 1 day 8 hours [READ: Count=856, Max=22895, Min=11048, Avg=11677.12, 90=11815, 99=11959, 99.9=22895, 99.99=22895] 
2020-03-23 07:40:31:973 177 sec: 15079 operations; 85.01 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22767, Min=11096, Avg=11745.72, 90=11823, 99=12399, 99.9=22767, 99.99=22767] 
2020-03-23 07:40:41:973 187 sec: 15930 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22687, Min=11264, Avg=11721.46, 90=11823, 99=12447, 99.9=22687, 99.99=22687] 
2020-03-23 07:40:51:973 197 sec: 16784 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22815, Min=11264, Avg=11702.2, 90=11815, 99=12071, 99.9=22815, 99.99=22815] 
2020-03-23 07:41:01:973 207 sec: 17637 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22543, Min=11224, Avg=11699.38, 90=11815, 99=12407, 99.9=22543, 99.99=22543] 
2020-03-23 07:41:11:973 217 sec: 18492 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=14271, Min=11288, Avg=11689.57, 90=11815, 99=12183, 99.9=14271, 99.99=14271] 
2020-03-23 07:41:21:973 227 sec: 19347 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=22735, Min=11152, Avg=11673.7, 90=11799, 99=11943, 99.9=22735, 99.99=22735] 
2020-03-23 07:41:31:973 237 sec: 20197 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22911, Min=11344, Avg=11750.98, 90=11815, 99=13359, 99.9=22911, 99.99=22911] 
2020-03-23 07:41:41:973 247 sec: 21051 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=12559, Min=11304, Avg=11693.4, 90=11815, 99=12055, 99.9=12559, 99.99=12559] 
2020-03-23 07:41:51:973 257 sec: 21903 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22943, Min=11328, Avg=11713.96, 90=11815, 99=12079, 99.9=22943, 99.99=22943] 
2020-03-23 07:42:01:973 267 sec: 22762 operations; 85.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=859, Max=15615, Min=11080, Avg=11627.54, 90=11815, 99=12423, 99.9=15615, 99.99=15615] 
2020-03-23 07:42:11:973 277 sec: 23613 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22879, Min=11296, Avg=11732.75, 90=11831, 99=12815, 99.9=22879, 99.99=22879] 
2020-03-23 07:42:21:973 287 sec: 24468 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=22895, Min=11232, Avg=11676.62, 90=11823, 99=11927, 99.9=22895, 99.99=22895] 
2020-03-23 07:42:31:973 297 sec: 25325 operations; 85.7 current ops/sec; est completion in 1 day 8 hours [READ: Count=858, Max=12719, Min=11064, Avg=11650.83, 90=11815, 99=11951, 99.9=12719, 99.99=12719] 
2020-03-23 07:42:41:973 307 sec: 26180 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22815, Min=11000, Avg=11690.96, 90=11839, 99=12159, 99.9=22815, 99.99=22815] 
2020-03-23 07:42:51:973 317 sec: 27032 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22831, Min=11232, Avg=11713.73, 90=11831, 99=11943, 99.9=22831, 99.99=22831] 
2020-03-23 07:43:01:973 327 sec: 27884 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22895, Min=11024, Avg=11725.49, 90=11839, 99=12383, 99.9=22895, 99.99=22895] 
2020-03-23 07:43:11:973 337 sec: 28736 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=13135, Min=11376, Avg=11711.47, 90=11831, 99=12199, 99.9=13135, 99.99=13135] 
2020-03-23 07:43:21:973 347 sec: 29588 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22959, Min=11312, Avg=11725.32, 90=11839, 99=12191, 99.9=22959, 99.99=22959] 
2020-03-23 07:43:31:973 357 sec: 30438 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22927, Min=11232, Avg=11740.09, 90=11823, 99=12535, 99.9=22927, 99.99=22927] 
2020-03-23 07:43:41:973 367 sec: 31288 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=23711, Min=11272, Avg=11751.2, 90=11815, 99=13255, 99.9=23711, 99.99=23711] 
2020-03-23 07:43:51:973 377 sec: 32141 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22815, Min=11328, Avg=11709.66, 90=11823, 99=12031, 99.9=22815, 99.99=22815] 
2020-03-23 07:44:01:973 387 sec: 32990 operations; 84.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=849, Max=22911, Min=11192, Avg=11758.14, 90=11823, 99=13423, 99.9=22911, 99.99=22911] 
2020-03-23 07:44:11:973 397 sec: 33842 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22767, Min=11360, Avg=11723.96, 90=11823, 99=12111, 99.9=22767, 99.99=22767] 
2020-03-23 07:44:21:973 407 sec: 34693 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22863, Min=11320, Avg=11732.28, 90=11815, 99=11967, 99.9=22863, 99.99=22863] 
2020-03-23 07:44:31:973 417 sec: 35545 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22975, Min=11152, Avg=11724.69, 90=11823, 99=11983, 99.9=22975, 99.99=22975] 
2020-03-23 07:44:41:973 427 sec: 36394 operations; 84.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22847, Min=11312, Avg=11748.03, 90=11831, 99=12559, 99.9=22847, 99.99=22847] 
2020-03-23 07:44:51:973 437 sec: 37248 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22831, Min=11112, Avg=11705.73, 90=11823, 99=12111, 99.9=22831, 99.99=22831] 
2020-03-23 07:45:01:973 447 sec: 38101 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22687, Min=11224, Avg=11695.9, 90=11815, 99=12079, 99.9=22687, 99.99=22687] 
2020-03-23 07:45:11:973 457 sec: 38949 operations; 84.8 current ops/sec; est completion in 1 day 8 hours [READ: Count=848, Max=22991, Min=11072, Avg=11775.1, 90=11831, 99=13463, 99.9=22991, 99.99=22991] 
2020-03-23 07:45:21:973 467 sec: 39803 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22831, Min=11216, Avg=11694.43, 90=11807, 99=11927, 99.9=22831, 99.99=22831] 
2020-03-23 07:45:31:973 477 sec: 40654 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22927, Min=11288, Avg=11729.37, 90=11815, 99=12415, 99.9=22927, 99.99=22927] 
2020-03-23 07:45:41:973 487 sec: 41504 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=849, Max=22831, Min=11232, Avg=11760.79, 90=11823, 99=13391, 99.9=22831, 99.99=22831] 
2020-03-23 07:45:51:973 497 sec: 42353 operations; 84.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=849, Max=22847, Min=11368, Avg=11751.67, 90=11815, 99=13303, 99.9=22847, 99.99=22847] 
2020-03-23 07:46:01:973 507 sec: 43211 operations; 85.8 current ops/sec; est completion in 1 day 8 hours [READ: Count=858, Max=13031, Min=11120, Avg=11638.44, 90=11783, 99=11951, 99.9=13031, 99.99=13031] 
2020-03-23 07:46:11:973 517 sec: 44064 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22911, Min=11208, Avg=11708.59, 90=11807, 99=12583, 99.9=22911, 99.99=22911] 
2020-03-23 07:46:21:973 527 sec: 44919 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=11959, Min=11256, Avg=11681.29, 90=11815, 99=11895, 99.9=11959, 99.99=11959] 
2020-03-23 07:46:31:973 537 sec: 45773 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=14143, Min=11192, Avg=11690.14, 90=11823, 99=11935, 99.9=14143, 99.99=14143] 
2020-03-23 07:46:41:973 547 sec: 46630 operations; 85.7 current ops/sec; est completion in 1 day 8 hours [READ: Count=857, Max=22911, Min=11016, Avg=11661.1, 90=11807, 99=12615, 99.9=22911, 99.99=22911] 
2020-03-23 07:46:51:973 557 sec: 47482 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22559, Min=11368, Avg=11711.02, 90=11815, 99=11927, 99.9=22559, 99.99=22559] 
2020-03-23 07:47:01:973 567 sec: 48337 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=22959, Min=11120, Avg=11689.16, 90=11815, 99=12359, 99.9=22959, 99.99=22959] 
2020-03-23 07:47:11:973 577 sec: 49188 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22767, Min=11256, Avg=11728.54, 90=11823, 99=12191, 99.9=22767, 99.99=22767] 
2020-03-23 07:47:21:973 587 sec: 50035 operations; 84.7 current ops/sec; est completion in 1 day 8 hours [READ: Count=847, Max=22991, Min=11384, Avg=11789.14, 90=11823, 99=13551, 99.9=22991, 99.99=22991] 
2020-03-23 07:47:31:973 597 sec: 50886 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22895, Min=11344, Avg=11728.7, 90=11839, 99=12271, 99.9=22895, 99.99=22895] 
2020-03-23 07:47:41:973 607 sec: 51737 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22895, Min=11296, Avg=11732.08, 90=11823, 99=12279, 99.9=22895, 99.99=22895] 
2020-03-23 07:47:51:973 617 sec: 52589 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22815, Min=11376, Avg=11728.57, 90=11823, 99=11943, 99.9=22815, 99.99=22815] 
2020-03-23 07:48:01:973 627 sec: 53439 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22831, Min=11320, Avg=11737.76, 90=11815, 99=12751, 99.9=22831, 99.99=22831] 
2020-03-23 07:48:11:973 637 sec: 54293 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22943, Min=11112, Avg=11699.24, 90=11815, 99=12095, 99.9=22943, 99.99=22943] 
2020-03-23 07:48:21:973 647 sec: 55142 operations; 84.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=849, Max=22943, Min=11360, Avg=11761.22, 90=11839, 99=13303, 99.9=22943, 99.99=22943] 
2020-03-23 07:48:31:973 657 sec: 55991 operations; 84.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22927, Min=11344, Avg=11753.41, 90=11823, 99=12031, 99.9=22927, 99.99=22927] 
2020-03-23 07:48:41:973 667 sec: 56843 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22975, Min=11144, Avg=11728.6, 90=11823, 99=12583, 99.9=22975, 99.99=22975] 
2020-03-23 07:48:51:973 677 sec: 57697 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22511, Min=11200, Avg=11695.64, 90=11807, 99=11927, 99.9=22511, 99.99=22511] 
2020-03-23 07:49:01:973 687 sec: 58548 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22959, Min=11168, Avg=11731.2, 90=11839, 99=12439, 99.9=22959, 99.99=22959] 
2020-03-23 07:49:11:973 697 sec: 59400 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22431, Min=11360, Avg=11718.88, 90=11823, 99=12023, 99.9=22431, 99.99=22431] 
2020-03-23 07:49:21:973 707 sec: 60252 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=12391, Min=11328, Avg=11718.53, 90=11895, 99=12063, 99.9=12391, 99.99=12391] 
2020-03-23 07:49:31:973 717 sec: 61104 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22719, Min=11352, Avg=11719.63, 90=11831, 99=12135, 99.9=22719, 99.99=22719] 
2020-03-23 07:49:41:973 727 sec: 61959 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=22943, Min=11296, Avg=11688.53, 90=11815, 99=12055, 99.9=22943, 99.99=22943] 
2020-03-23 07:49:51:973 737 sec: 62815 operations; 85.6 current ops/sec; est completion in 1 day 8 hours [READ: Count=857, Max=22719, Min=11096, Avg=11663.11, 90=11807, 99=11919, 99.9=22719, 99.99=22719] 
2020-03-23 07:50:01:973 747 sec: 63668 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=23807, Min=11296, Avg=11715.49, 90=11823, 99=12015, 99.9=23807, 99.99=23807] 
2020-03-23 07:50:11:973 757 sec: 64522 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22783, Min=11296, Avg=11712.92, 90=11831, 99=11959, 99.9=22783, 99.99=22783] 
2020-03-23 07:50:21:973 767 sec: 65376 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22767, Min=11320, Avg=11696.76, 90=11815, 99=11927, 99.9=22767, 99.99=22767] 
2020-03-23 07:50:31:973 777 sec: 66227 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22943, Min=11328, Avg=11736.21, 90=11815, 99=12191, 99.9=22943, 99.99=22943] 
2020-03-23 07:50:41:973 787 sec: 67077 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22927, Min=11344, Avg=11757.13, 90=11815, 99=12799, 99.9=22927, 99.99=22927] 
2020-03-23 07:50:51:973 797 sec: 67930 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22815, Min=11304, Avg=11715.39, 90=11815, 99=11919, 99.9=22815, 99.99=22815] 
2020-03-23 07:51:01:973 807 sec: 68781 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22895, Min=11408, Avg=11740.92, 90=11807, 99=12935, 99.9=22895, 99.99=22895] 
2020-03-23 07:51:11:973 817 sec: 69634 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=22687, Min=11224, Avg=11715.73, 90=11815, 99=12567, 99.9=22687, 99.99=22687] 
2020-03-23 07:51:21:973 827 sec: 70485 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22911, Min=11328, Avg=11743.25, 90=11807, 99=13407, 99.9=22911, 99.99=22911] 
2020-03-23 07:51:31:973 837 sec: 71338 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=13671, Min=11288, Avg=11710.09, 90=11871, 99=12087, 99.9=13671, 99.99=13671] 
2020-03-23 07:51:41:973 847 sec: 72191 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=12863, Min=11392, Avg=11715.9, 90=11863, 99=12119, 99.9=12863, 99.99=12863] 
2020-03-23 07:51:51:973 857 sec: 73041 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22895, Min=11336, Avg=11755.29, 90=11815, 99=13319, 99.9=22895, 99.99=22895] 
2020-03-23 07:52:01:973 867 sec: 73892 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22735, Min=11384, Avg=11743.73, 90=11823, 99=12671, 99.9=22735, 99.99=22735] 
2020-03-23 07:52:11:973 877 sec: 74746 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22879, Min=11176, Avg=11699.93, 90=11815, 99=12567, 99.9=22879, 99.99=22879] 
2020-03-23 07:52:21:973 887 sec: 75598 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22863, Min=11304, Avg=11729.73, 90=11815, 99=12407, 99.9=22863, 99.99=22863] 
2020-03-23 07:52:31:973 897 sec: 76449 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=23359, Min=11304, Avg=11740.13, 90=11823, 99=12167, 99.9=23359, 99.99=23359] 
2020-03-23 07:52:41:973 907 sec: 77301 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22847, Min=11368, Avg=11729.47, 90=11831, 99=12615, 99.9=22847, 99.99=22847] 
2020-03-23 07:52:51:973 917 sec: 78151 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22831, Min=11344, Avg=11757.12, 90=11807, 99=13455, 99.9=22831, 99.99=22831] 
2020-03-23 07:53:01:973 927 sec: 78998 operations; 84.7 current ops/sec; est completion in 1 day 8 hours [READ: Count=847, Max=22911, Min=11360, Avg=11793.87, 90=11831, 99=13503, 99.9=22911, 99.99=22911] 
2020-03-23 07:53:11:973 937 sec: 79849 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=22911, Min=11184, Avg=11739.46, 90=11831, 99=12599, 99.9=22911, 99.99=22911] 
2020-03-23 07:53:21:973 947 sec: 80703 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22831, Min=11144, Avg=11707.72, 90=11807, 99=11967, 99.9=22831, 99.99=22831] 
2020-03-23 07:53:31:973 957 sec: 81553 operations; 85 current ops/sec; est completion in 1 day 8 hours [READ: Count=850, Max=22895, Min=11352, Avg=11748.42, 90=11823, 99=12367, 99.9=22895, 99.99=22895] 
2020-03-23 07:53:41:973 967 sec: 82409 operations; 85.6 current ops/sec; est completion in 1 day 8 hours [READ: Count=856, Max=22031, Min=11176, Avg=11671.86, 90=11807, 99=12495, 99.9=22031, 99.99=22031] 
2020-03-23 07:53:51:973 977 sec: 83263 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22767, Min=11224, Avg=11710.57, 90=11807, 99=12055, 99.9=22767, 99.99=22767] 
2020-03-23 07:54:01:973 987 sec: 84115 operations; 85.2 current ops/sec; est completion in 1 day 8 hours [READ: Count=852, Max=22719, Min=11248, Avg=11727.53, 90=11855, 99=12183, 99.9=22719, 99.99=22719] 
2020-03-23 07:54:11:973 997 sec: 84964 operations; 84.9 current ops/sec; est completion in 1 day 8 hours [READ: Count=849, Max=22847, Min=11384, Avg=11760.44, 90=11815, 99=13375, 99.9=22847, 99.99=22847] 
2020-03-23 07:54:21:973 1007 sec: 85818 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22911, Min=11360, Avg=11699.77, 90=11807, 99=11895, 99.9=22911, 99.99=22911] 
2020-03-23 07:54:31:973 1017 sec: 86674 operations; 85.6 current ops/sec; est completion in 1 day 8 hours [READ: Count=856, Max=13407, Min=11296, Avg=11682.76, 90=11807, 99=11919, 99.9=13407, 99.99=13407] 
2020-03-23 07:54:41:973 1027 sec: 87529 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=22879, Min=11200, Avg=11682.32, 90=11823, 99=12103, 99.9=22879, 99.99=22879] 
2020-03-23 07:54:51:973 1037 sec: 88384 operations; 85.5 current ops/sec; est completion in 1 day 8 hours [READ: Count=855, Max=13327, Min=11360, Avg=11685.24, 90=11807, 99=11895, 99.9=13327, 99.99=13327] 
2020-03-23 07:55:01:973 1047 sec: 89238 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22831, Min=11192, Avg=11707.28, 90=11815, 99=12439, 99.9=22831, 99.99=22831] 
2020-03-23 07:55:11:973 1057 sec: 90089 operations; 85.1 current ops/sec; est completion in 1 day 8 hours [READ: Count=851, Max=23567, Min=11136, Avg=11733.35, 90=11823, 99=12655, 99.9=23567, 99.99=23567] 
2020-03-23 07:55:21:973 1067 sec: 90943 operations; 85.4 current ops/sec; est completion in 1 day 8 hours [READ: Count=854, Max=22815, Min=11208, Avg=11698.51, 90=11807, 99=12135, 99.9=22815, 99.99=22815] 
2020-03-23 07:55:31:973 1077 sec: 91796 operations; 85.3 current ops/sec; est completion in 1 day 8 hours [READ: Count=853, Max=13567, Min=11320, Avg=11716.12, 90=11831, 99=12527, 99.9=13567, 99.99=13567] 
