   randomreadbenchfd   4096 8192 4 2   37.24     3.43    41.00    43.00    47.00    56.00
   randomreadbenchfd   4096 8192 4 3   37.09     3.31    41.00    42.00    46.00    53.00
   randomreadbenchfd   4096 8192 4 4   37.13     3.33    41.00    42.00    46.00    55.00
   randomreadbenchfd   4096 8192 4 5   37.23     3.30    41.00    42.00    46.00    55.00
   randomreadbenchfd  16384 8192 4 0   51.61    10.39    65.00    75.00    93.00   112.00
   randomreadbenchfd  16384 8192 4 1   51.84    10.38    65.00    75.00    93.00   112.00
   randomreadbenchfd  16384 8192 4 2   51.64    10.36    65.00    75.00    93.00   112.00
   randomreadbenchfd  16384 8192 4 3   51.64    10.45    65.00    75.00    93.00   113.00
   randomreadbenchfd  16384 8192 4 4   51.56    10.33    65.00    75.00    92.00   112.00
   randomreadbenchfd  16384 8192 4 5   51.57    10.39    65.00    75.00    93.00   112.00
   randomwritebenchd   1024 8192 4 0   98.98     7.37   105.00   107.00   112.00   135.00
   randomwritebenchd   1024 8192 4 1   98.82     7.30   105.00   107.00   112.00   132.00
   randomwritebenchd   1024 8192 4 2   98.53     7.40   105.00   107.00   112.00   136.00
   randomwritebenchd   1024 8192 4 3   98.74     7.44   105.00   107.00   112.00   137.00
   randomwritebenchd   1024 8192 4 4   98.45     7.36   105.00   107.00   112.00   134.00
   randomwritebenchd   1024 8192 4 5   98.74     7.44   105.00   107.00   113.00   136.00
   randomwritebenchd   4096 8192 4 0  128.15     9.44   136.00   138.00   144.00   174.00
   randomwritebenchd   4096 8192 4 1  128.21     9.48   136.00   138.00   144.00   174.00
   randomwritebenchd   4096 8192 4 2  128.52     9.68   136.00   138.00   145.00   177.00
   randomwritebenchd   4096 8192 4 3  128.44     9.65   136.00   138.00   146.00   178.00
   randomwritebenchd   4096 8192 4 4  128.68     9.85   136.00   139.00   148.00   180.00
   randomwritebenchd   4096 8192 4 5  129.12     9.65   137.00   139.00   146.00   177.00
   randomwritebenchd  16384 8192 4 0  161.37    12.68   171.00   174.00   183.00   222.00
   randomwritebenchd  16384 8192 4 1  161.53    12.56   171.00   174.00   181.00   220.00
   randomwritebenchd  16384 8192 4 2  161.61    12.64   172.00   174.00   182.00   221.00
   randomwritebenchd  16384 8192 4 3  161.33    12.50   171.00   174.00   181.00   220.00
   randomwritebenchd  16384 8192 4 4  162.76    13.87   173.00   176.00   207.00   232.00
   randomwritebenchd  16384 8192 4 5  162.97    13.70   173.00   176.00   203.00   232.00
   randomwritebenchd  65536 8192 4 0  189.53    14.15   201.00   203.00   211.00   256.00
   randomwritebenchd  65536 8192 4 1  190.30    14.29   202.00   204.00   213.00   259.00
   randomwritebenchd  65536 8192 4 2  190.67    15.18   202.00   206.00   231.00   262.00
   randomwritebenchd  65536 8192 4 3  191.30    15.15   203.00   207.00   230.00   263.00
   randomwritebenchd  65536 8192 4 4  189.49    14.37   201.00   204.00   213.00   260.00
   randomwritebenchd  65536 8192 4 5  189.29    14.25   200.00   203.00   212.00   260.00
  randomwritebenchfd   1024 8192 4 0   26.91     3.43    30.00    32.00    39.00    54.00
  randomwritebenchfd   1024 8192 4 1   27.06     3.46    30.00    32.00    39.00    54.00
  randomwritebenchfd   1024 8192 4 2   26.90     3.44    30.00    32.00    39.00    54.00
  randomwritebenchfd   1024 8192 4 3   26.81     3.41    30.00    32.00    39.00    54.00
  randomwritebenchfd   1024 8192 4 4   26.79     3.44    30.00    32.00    39.00    54.00
  randomwritebenchfd   1024 8192 4 5   26.82     3.41    30.00    31.00    40.00    54.00
  randomwritebenchfd   4096 8192 4 0   37.12     3.34    41.00    42.00    46.00    54.00
  randomwritebenchfd   4096 8192 4 1   37.26     3.42    41.00    43.00    46.00    55.00
  randomwritebenchfd   4096 8192 4 2   37.25     3.34    41.00    42.00    46.00    54.00
  randomwritebenchfd   4096 8192 4 3   37.06     3.35    41.00    42.00    46.00    54.00
  randomwritebenchfd   4096 8192 4 4   37.20     3.34    41.00    42.00    46.00    55.00
  randomwritebenchfd   4096 8192 4 5   37.21     3.38    41.00    42.00    46.00    55.00
  randomwritebenchfd  16384 8192 4 0   52.00    10.54    66.00    76.00    93.00   113.00
  randomwritebenchfd  16384 8192 4 1   51.65    10.39    65.00    75.00    93.00   112.00
  randomwritebenchfd  16384 8192 4 2   51.64    10.38    65.00    75.00    93.00   112.00
  randomwritebenchfd  16384 8192 4 3   51.65    10.46    65.00    75.00    93.00   113.00
  randomwritebenchfd  16384 8192 4 4   51.56    10.43    65.00    75.00    93.00   112.00
  randomwritebenchfd  16384 8192 4 5   51.69    10.34    65.00    75.00    93.00   112.00
